date,description,amount,mode,bank,type,gst
2025-10-16,Fuel Payment,2005.05,Debit Card,Kotak,expense,194.18
2024-12-26,Consulting Payment,22705.16,Debit Card,SBI,income,2142.83
2024-06-26,Grocery Shopping,77977.25,Debit Card,HDFC,expense,11834.87
2025-11-19,Grocery Shopping,33254.79,UPI,SBI,expense,3096.76
2025-10-15,Amazon Purchase,27964.38,NetBanking,SBI,expense,2153.86
2024-07-07,Amazon Purchase,29474.46,UPI,SBI,expense,1332.92
2024-08-31,Hotel Booking,66949.17,Debit Card,SBI,expense,2865.31
2024-09-20,Interest Credited,72425.32,Auto Debit,SBI,income,6282.0
2024-08-25,Grocery Shopping,13767.22,Auto Debit,Axis,expense,1340.52
2024-03-01,Mutual Fund Investment,79838.65,NetBanking,SBI,expense,2319.54
2024-10-19,Hotel Booking,73022.13,NetBanking,Axis,expense,10253.34
2024-02-25,Salary Credited,93617.1,Credit Card,Axis,income,3092.09
2024-04-13,Grocery Shopping,83624.58,Credit Card,SBI,expense,4447.24
2024-02-05,Grocery Shopping,97636.95,NetBanking,Kotak,expense,11333.26
2025-05-10,Amazon Purchase,55619.04,NetBanking,HDFC,expense,2151.92
2024-01-07,Flight Ticket,52282.27,Debit Card,SBI,expense,8300.48
2024-12-30,Interest Credited,2701.95,Auto Debit,SBI,income,142.07
2025-04-03,Fuel Payment,1685.57,NetBanking,Kotak,expense,277.5
2024-05-09,Flight Ticket,1487.95,Credit Card,ICICI,expense,113.97
2025-04-30,Electricity Bill,30224.82,UPI,Axis,expense,997.83
2024-06-29,Salary Credited,1047.2,NetBanking,HDFC,income,140.25
2025-04-06,Movie Ticket,41874.82,Debit Card,ICICI,expense,2446.47
2024-01-01,Flight Ticket,87916.1,Auto Debit,SBI,expense,11687.65
2025-11-24,Fuel Payment,59877.44,Auto Debit,Kotak,expense,7671.79
2024-03-15,Electricity Bill,75246.08,UPI,SBI,expense,3758.49
2025-04-22,Gym Membership,55969.29,Credit Card,SBI,expense,6230.89
2025-08-24,Mutual Fund Investment,85913.11,NetBanking,HDFC,expense,4726.49
2024-04-27,Grocery Shopping,99139.61,NetBanking,ICICI,expense,13320.06
2024-07-12,Interest Credited,75805.15,Debit Card,HDFC,income,2841.72
2024-01-15,Salary Credited,85418.74,NetBanking,SBI,income,12547.53
2025-10-22,Gym Membership,4238.87,UPI,Kotak,expense,421.35
2025-07-18,Hotel Booking,41094.52,Credit Card,SBI,expense,2837.68
2025-05-05,Hotel Booking,94996.54,Auto Debit,Kotak,expense,9135.65
2024-12-24,Grocery Shopping,40276.25,Debit Card,ICICI,expense,6810.99
2025-08-18,Freelance Payment,20499.24,UPI,SBI,income,1618.68
2025-08-05,Hotel Booking,9304.16,Debit Card,Axis,expense,588.73
2025-07-17,Netflix Subscription,88043.11,NetBanking,SBI,expense,10524.76
2025-05-24,Interest Credited,10865.65,Auto Debit,Kotak,income,1050.56
2024-07-20,Salary Credited,23105.0,Debit Card,SBI,income,1722.24
2025-02-25,Electricity Bill,98316.56,Credit Card,HDFC,expense,7390.73
2025-11-30,Grocery Shopping,99555.14,Credit Card,HDFC,expense,5079.18
2025-03-18,Mutual Fund Investment,2700.02,UPI,Axis,expense,179.81
2024-01-09,Hotel Booking,80561.13,Auto Debit,Axis,expense,3325.92
2025-05-18,Flight Ticket,61081.02,Credit Card,Axis,expense,8192.3
2024-11-09,Netflix Subscription,14050.42,UPI,SBI,expense,1231.55
2025-07-06,Netflix Subscription,82991.69,UPI,Axis,expense,14510.64
2025-11-11,Amazon Purchase,21636.57,UPI,Kotak,expense,2400.68
2025-06-28,Amazon Purchase,1978.49,Auto Debit,HDFC,expense,148.33
2024-01-22,Flight Ticket,10112.36,Credit Card,Kotak,expense,730.6
2025-07-27,Hotel Booking,23548.92,NetBanking,ICICI,expense,1407.69
2024-02-18,Hotel Booking,9623.33,NetBanking,ICICI,expense,1110.53
2025-10-08,Interest Credited,3280.14,Auto Debit,SBI,income,448.98
2024-05-03,Hospital Payment,29574.09,Debit Card,Axis,expense,5022.25
2024-02-11,Consulting Payment,35272.4,Auto Debit,SBI,income,2092.25
2024-05-31,Restaurant Payment,21663.06,UPI,HDFC,expense,1434.44
2025-06-20,Freelance Payment,57179.32,Credit Card,Kotak,income,10032.05
2025-10-23,Restaurant Payment,17821.14,UPI,Axis,expense,1552.02
2024-12-10,Fuel Payment,46369.2,Credit Card,Axis,expense,5605.82
2025-07-01,Fuel Payment,52322.86,Credit Card,SBI,expense,5547.52
2025-01-25,Electricity Bill,4259.97,Debit Card,HDFC,expense,179.4
2025-06-29,Restaurant Payment,82148.83,Credit Card,SBI,expense,14660.48
2025-08-12,Freelance Payment,8635.89,Auto Debit,Kotak,income,1488.82
2024-06-29,Movie Ticket,2640.69,Debit Card,ICICI,expense,193.39
2025-01-09,Electricity Bill,40335.61,UPI,HDFC,expense,4449.4
2024-05-01,Grocery Shopping,36525.35,Debit Card,HDFC,expense,3097.01
2025-11-13,Mutual Fund Investment,35787.94,Debit Card,ICICI,expense,4827.51
2024-05-18,Hospital Payment,39701.04,UPI,SBI,expense,1767.07
2024-02-02,Hospital Payment,27561.75,Credit Card,HDFC,expense,928.59
2025-05-11,Amazon Purchase,60558.86,Auto Debit,SBI,expense,5769.07
2024-02-25,Gym Membership,90149.7,Credit Card,HDFC,expense,4290.97
2025-02-05,Hospital Payment,96938.89,NetBanking,SBI,expense,3695.4
2024-02-10,Amazon Purchase,71686.69,Debit Card,SBI,expense,1822.91
2024-10-17,Consulting Payment,18825.62,Credit Card,Kotak,income,3363.26
2025-01-13,Freelance Payment,46654.81,Credit Card,Kotak,income,6939.24
2025-08-20,Consulting Payment,3736.9,UPI,ICICI,income,557.44
2025-06-18,Flight Ticket,52563.78,Debit Card,SBI,expense,7238.03
2025-11-28,Electricity Bill,17682.83,UPI,ICICI,expense,2031.07
2025-09-24,Consulting Payment,15688.1,UPI,Kotak,income,506.27
2025-10-19,Restaurant Payment,91359.12,UPI,SBI,expense,12082.84
2024-07-06,Freelance Payment,51275.2,Credit Card,HDFC,income,8653.61
2025-01-26,Amazon Purchase,29844.89,UPI,HDFC,expense,4498.04
2025-06-09,Flight Ticket,66695.34,NetBanking,Axis,expense,3458.09
2025-04-01,Interest Credited,3861.51,Credit Card,HDFC,income,85.46
2024-04-26,Electricity Bill,25561.5,Auto Debit,ICICI,expense,1937.4
2024-08-01,Hotel Booking,36632.48,UPI,HDFC,expense,4086.01
2024-01-31,Flight Ticket,28363.79,Credit Card,ICICI,expense,4549.06
2024-04-29,Salary Credited,4465.06,UPI,Kotak,income,336.08
2024-09-23,Hotel Booking,93260.62,NetBanking,SBI,expense,6700.41
2024-07-04,Mutual Fund Investment,48395.54,UPI,ICICI,expense,6306.8
2024-04-20,Freelance Payment,72750.33,Debit Card,HDFC,income,5393.48
2025-10-12,Movie Ticket,75631.93,Debit Card,ICICI,expense,3468.57
2024-10-10,Hotel Booking,78586.56,Credit Card,Kotak,expense,7059.39
2024-06-05,Hospital Payment,93271.86,Credit Card,Axis,expense,14375.11
2024-09-08,Consulting Payment,62599.33,UPI,ICICI,income,10482.29
2025-10-21,Gym Membership,24446.78,UPI,Kotak,expense,3921.18
2024-07-28,Electricity Bill,52384.89,Credit Card,ICICI,expense,8111.65
2024-10-18,Grocery Shopping,35265.84,UPI,Kotak,expense,1446.59
2025-04-02,Hospital Payment,35978.3,Auto Debit,Kotak,expense,4279.49
2025-07-14,Gym Membership,88039.08,UPI,SBI,expense,13493.6
2024-12-12,Grocery Shopping,25386.17,Auto Debit,Axis,expense,2948.12
2024-12-06,Salary Credited,62387.07,Debit Card,Kotak,income,3384.46
2025-01-15,Hotel Booking,75415.48,UPI,Axis,expense,1606.84
2024-05-09,Flight Ticket,48527.93,UPI,Kotak,expense,8600.04
2024-12-20,Movie Ticket,11869.76,Auto Debit,Axis,expense,1262.05
2024-07-28,Flight Ticket,50224.81,UPI,HDFC,expense,5896.9
2024-08-16,Movie Ticket,5557.45,Credit Card,Axis,expense,173.31
2025-01-09,Hospital Payment,1169.74,NetBanking,ICICI,expense,110.2
2024-01-30,Freelance Payment,44175.92,NetBanking,HDFC,income,3311.49
2024-01-21,Salary Credited,42566.45,Debit Card,Kotak,income,2166.85
2025-04-29,Grocery Shopping,60732.2,UPI,HDFC,expense,8718.58
2025-10-18,Mutual Fund Investment,89745.36,Auto Debit,Axis,expense,10834.33
2024-08-31,Fuel Payment,95681.7,NetBanking,Kotak,expense,11824.21
2025-10-28,Hotel Booking,36153.76,Auto Debit,Axis,expense,905.05
2024-03-18,Gym Membership,23353.96,UPI,Kotak,expense,1235.28
2024-01-08,Hospital Payment,21294.66,UPI,HDFC,expense,1141.69
2025-05-07,Netflix Subscription,72511.96,UPI,Kotak,expense,2488.57
2024-06-24,Flight Ticket,38010.83,UPI,Axis,expense,1466.04
2024-03-16,Flight Ticket,37825.13,NetBanking,HDFC,expense,2787.95
2024-01-23,Salary Credited,80579.48,UPI,HDFC,income,3370.12
2025-07-18,Restaurant Payment,33312.8,Credit Card,HDFC,expense,1237.92
2024-11-01,Gym Membership,22509.12,NetBanking,Axis,expense,1110.08
2025-04-09,Gym Membership,89975.09,Credit Card,SBI,expense,7621.31
2025-11-14,Grocery Shopping,13101.27,Debit Card,Kotak,expense,1309.77
2024-04-12,Hospital Payment,33375.57,Credit Card,Kotak,expense,1114.54
2024-08-12,Interest Credited,80529.34,NetBanking,Kotak,income,10093.55
2024-12-12,Mutual Fund Investment,69358.39,Credit Card,Axis,expense,6104.64
2025-08-27,Electricity Bill,38024.04,UPI,ICICI,expense,2800.31
2024-04-09,Netflix Subscription,93517.74,UPI,SBI,expense,8661.33
2024-04-17,Fuel Payment,47938.52,Debit Card,HDFC,expense,6413.7
2025-11-08,Netflix Subscription,24950.67,Credit Card,ICICI,expense,4352.04
2024-07-05,Amazon Purchase,49784.89,Auto Debit,ICICI,expense,4256.68
2025-08-22,Salary Credited,47468.9,Debit Card,Kotak,income,969.35
2024-07-22,Consulting Payment,38730.87,Debit Card,ICICI,income,5975.96
2025-06-03,Electricity Bill,62236.53,NetBanking,Kotak,expense,7555.47
2025-03-06,Hospital Payment,35227.77,UPI,SBI,expense,2708.01
2024-12-26,Netflix Subscription,41410.09,Debit Card,Axis,expense,2270.65
2024-05-31,Hotel Booking,58734.77,NetBanking,Axis,expense,7774.56
2024-09-28,Movie Ticket,40442.29,UPI,Axis,expense,3574.67
2025-01-13,Interest Credited,29231.43,NetBanking,Axis,income,4662.28
2025-09-15,Interest Credited,65971.78,Credit Card,Kotak,income,8084.94
2025-05-20,Amazon Purchase,56930.11,UPI,SBI,expense,1658.59
2024-09-26,Restaurant Payment,32369.87,Debit Card,ICICI,expense,3717.52
2025-01-23,Restaurant Payment,88049.08,Auto Debit,ICICI,expense,15297.94
2024-12-01,Amazon Purchase,32096.61,Auto Debit,ICICI,expense,1984.8
2025-07-04,Grocery Shopping,32839.82,NetBanking,Axis,expense,2131.55
2024-03-10,Salary Credited,82411.78,NetBanking,Kotak,income,9426.13
2025-03-31,Mutual Fund Investment,72021.92,NetBanking,Axis,expense,10175.3
2025-03-29,Hospital Payment,41747.31,UPI,HDFC,expense,1633.28
2024-06-12,Netflix Subscription,38088.81,Credit Card,HDFC,expense,5633.67
2024-09-16,Netflix Subscription,86728.64,Debit Card,Kotak,expense,11964.8
2024-12-20,Restaurant Payment,74611.77,NetBanking,ICICI,expense,3076.91
2024-11-26,Freelance Payment,23046.08,Debit Card,HDFC,income,1824.36
2024-08-10,Interest Credited,95955.82,UPI,SBI,income,16031.88
2024-06-03,Hospital Payment,27732.47,Debit Card,HDFC,expense,4310.43
2025-04-17,Freelance Payment,91457.98,Credit Card,Kotak,income,5109.64
2024-07-17,Fuel Payment,60764.19,NetBanking,Kotak,expense,8792.22
2025-02-01,Salary Credited,23288.86,Credit Card,ICICI,income,2753.7
2024-09-28,Salary Credited,40133.25,Debit Card,Kotak,income,5124.49
2024-03-19,Flight Ticket,3182.56,UPI,Kotak,expense,565.01
2025-01-28,Freelance Payment,52151.72,Debit Card,ICICI,income,8665.12
2024-05-03,Salary Credited,36070.09,Auto Debit,Axis,income,859.11
2024-12-26,Netflix Subscription,24187.84,NetBanking,HDFC,expense,4072.48
2024-08-25,Hospital Payment,41775.0,Debit Card,Axis,expense,7115.43
2025-11-07,Mutual Fund Investment,37489.94,Credit Card,Kotak,expense,5846.43
2025-08-15,Interest Credited,60082.51,Credit Card,HDFC,income,1275.5
2024-06-17,Hotel Booking,71882.09,UPI,SBI,expense,11225.57
2024-03-30,Electricity Bill,80471.64,Credit Card,SBI,expense,7492.85
2025-06-10,Mutual Fund Investment,21777.18,UPI,Axis,expense,3492.96
2025-10-13,Freelance Payment,85430.0,NetBanking,SBI,income,7674.42
2024-01-24,Freelance Payment,7671.41,Credit Card,Kotak,income,446.9
2024-02-26,Consulting Payment,4694.61,UPI,HDFC,income,726.72
2024-10-12,Movie Ticket,1905.21,Auto Debit,ICICI,expense,131.34
2024-12-18,Hospital Payment,73309.65,Auto Debit,SBI,expense,9046.15
2025-09-02,Restaurant Payment,10251.58,Auto Debit,Axis,expense,744.35
2024-02-27,Flight Ticket,37504.4,Auto Debit,HDFC,expense,5893.0
2025-10-21,Amazon Purchase,74646.69,Credit Card,HDFC,expense,4684.91
2025-11-17,Fuel Payment,93262.1,UPI,Kotak,expense,5680.05
2024-03-19,Hotel Booking,4012.5,Credit Card,ICICI,expense,638.69
2024-07-08,Interest Credited,66638.2,Auto Debit,ICICI,income,8903.71
2024-04-07,Electricity Bill,39722.97,NetBanking,Kotak,expense,5995.91
2024-04-16,Fuel Payment,715.15,UPI,ICICI,expense,48.95
2025-07-17,Restaurant Payment,27011.71,Auto Debit,Kotak,expense,1344.68
2025-11-17,Freelance Payment,51705.72,UPI,Axis,income,2740.68
2024-03-09,Gym Membership,3962.09,Debit Card,Axis,expense,615.85
2024-05-29,Movie Ticket,1572.89,NetBanking,Kotak,expense,168.95
2024-10-05,Gym Membership,86840.35,Credit Card,Axis,expense,8465.04
2024-09-26,Electricity Bill,56704.93,Credit Card,HDFC,expense,5287.89
2024-02-24,Flight Ticket,38402.52,Debit Card,HDFC,expense,868.25
2024-07-01,Hotel Booking,71784.87,Credit Card,SBI,expense,4265.48
2025-03-11,Fuel Payment,51216.83,Auto Debit,ICICI,expense,9103.52
2025-06-03,Movie Ticket,36886.9,UPI,SBI,expense,2185.14
2024-02-07,Grocery Shopping,83040.69,Credit Card,Axis,expense,5237.15
2024-05-16,Flight Ticket,74928.01,Debit Card,Kotak,expense,10674.59
2024-05-25,Gym Membership,71428.81,Credit Card,SBI,expense,5456.23
2025-01-05,Electricity Bill,93865.49,NetBanking,Axis,expense,2280.74
2025-03-10,Freelance Payment,64162.05,Credit Card,Axis,income,5576.98
2024-08-14,Netflix Subscription,62396.04,Auto Debit,Kotak,expense,6771.76
2024-05-06,Salary Credited,50138.31,Credit Card,HDFC,income,6285.86
2025-03-31,Interest Credited,29133.34,UPI,SBI,income,3427.31
2024-08-28,Hospital Payment,8928.62,Credit Card,ICICI,expense,1021.5
2025-03-07,Freelance Payment,65267.08,UPI,ICICI,income,1358.21
2025-04-09,Interest Credited,21953.83,Auto Debit,SBI,income,1950.86
2025-06-16,Interest Credited,38421.7,Credit Card,SBI,income,2433.61
2025-04-06,Restaurant Payment,53526.36,UPI,ICICI,expense,9450.1
2024-10-28,Salary Credited,43216.98,Debit Card,ICICI,income,6164.28
2024-04-04,Consulting Payment,77656.03,UPI,HDFC,income,11477.75
2025-11-01,Grocery Shopping,25367.99,Auto Debit,ICICI,expense,3001.48
2025-05-18,Grocery Shopping,67587.06,NetBanking,HDFC,expense,8232.13
2025-11-02,Grocery Shopping,48577.59,Credit Card,HDFC,expense,1846.61
2024-02-26,Netflix Subscription,66565.64,UPI,Kotak,expense,5672.78
2025-03-21,Electricity Bill,81939.92,NetBanking,Kotak,expense,11762.96
2024-01-10,Consulting Payment,75225.29,Credit Card,ICICI,income,2782.43
2025-04-18,Salary Credited,68878.01,Credit Card,SBI,income,9467.96
2024-11-05,Netflix Subscription,46641.95,NetBanking,Kotak,expense,2961.97
2025-10-22,Movie Ticket,35838.91,NetBanking,Kotak,expense,875.22
2025-09-27,Hotel Booking,70335.65,Credit Card,ICICI,expense,7579.28
2024-05-10,Amazon Purchase,63168.03,UPI,HDFC,expense,7871.74
2024-09-21,Interest Credited,32735.7,UPI,Axis,income,2244.4
2024-05-17,Netflix Subscription,88987.32,NetBanking,Axis,expense,9196.37
2024-01-16,Hospital Payment,26070.3,UPI,Axis,expense,1683.56
2025-09-02,Electricity Bill,2227.53,Auto Debit,Kotak,expense,330.45
2024-03-21,Grocery Shopping,56999.27,Credit Card,Axis,expense,5644.57
2025-09-21,Amazon Purchase,18290.97,UPI,ICICI,expense,1804.02
2024-07-20,Interest Credited,295.49,UPI,Axis,income,10.99
2025-10-09,Grocery Shopping,14099.71,Debit Card,Axis,expense,819.11
2025-08-29,Netflix Subscription,76506.84,Credit Card,Kotak,expense,7409.91
2025-01-07,Hospital Payment,19774.95,Credit Card,HDFC,expense,2252.15
2024-06-02,Salary Credited,58154.17,UPI,HDFC,income,5332.75
2024-09-11,Electricity Bill,24951.64,NetBanking,HDFC,expense,2929.31
2024-12-08,Hotel Booking,61818.34,UPI,HDFC,expense,5153.27
2024-11-04,Consulting Payment,40970.66,Auto Debit,Kotak,income,2475.69
2025-01-26,Netflix Subscription,31090.88,UPI,ICICI,expense,1667.33
2025-01-06,Electricity Bill,97464.02,Debit Card,Axis,expense,10373.59
2024-05-09,Hospital Payment,65667.03,UPI,SBI,expense,8689.22
2024-06-22,Movie Ticket,54789.74,Credit Card,HDFC,expense,8609.01
2025-10-05,Gym Membership,54407.39,Auto Debit,Kotak,expense,7636.09
2024-05-24,Gym Membership,30260.63,Credit Card,SBI,expense,3327.04
2025-06-24,Salary Credited,65069.81,NetBanking,Kotak,income,11555.82
2024-09-08,Netflix Subscription,36566.32,Debit Card,SBI,expense,4033.07
2024-03-07,Flight Ticket,14312.44,Debit Card,Kotak,expense,727.16
2024-07-07,Consulting Payment,74816.39,Debit Card,Kotak,income,9118.67
2025-03-24,Salary Credited,94937.63,Debit Card,ICICI,income,16107.48
2024-04-06,Netflix Subscription,15504.36,UPI,HDFC,expense,1938.59
2024-11-26,Hotel Booking,23803.93,Credit Card,HDFC,expense,558.76
2025-07-24,Flight Ticket,37318.98,NetBanking,ICICI,expense,1232.25
2025-05-28,Interest Credited,87552.14,Credit Card,Axis,income,10935.9
2024-02-01,Netflix Subscription,36259.08,Auto Debit,ICICI,expense,2651.73
2025-03-08,Restaurant Payment,58553.56,Credit Card,SBI,expense,6706.1
2024-11-21,Mutual Fund Investment,59262.62,NetBanking,Axis,expense,2351.46
2024-04-29,Movie Ticket,2411.41,Auto Debit,HDFC,expense,139.69
2025-09-02,Hospital Payment,31033.31,NetBanking,ICICI,expense,3139.6
2025-01-10,Consulting Payment,71515.16,Auto Debit,ICICI,income,9068.01
2025-03-15,Hotel Booking,98555.28,Debit Card,SBI,expense,4069.84
2025-04-24,Grocery Shopping,57485.42,Debit Card,Axis,expense,2778.55
2024-09-09,Flight Ticket,98009.44,UPI,Kotak,expense,12881.52
2024-06-15,Amazon Purchase,86944.06,NetBanking,ICICI,expense,6677.72
2024-02-14,Mutual Fund Investment,63639.86,Auto Debit,ICICI,expense,6215.43
2025-10-06,Movie Ticket,84721.44,UPI,HDFC,expense,13383.65
2025-03-29,Gym Membership,13040.72,Auto Debit,SBI,expense,1003.02
2024-11-04,Consulting Payment,16650.16,Debit Card,ICICI,income,1194.03
2025-07-12,Netflix Subscription,97441.35,NetBanking,Kotak,expense,14942.79
2025-05-04,Hospital Payment,66238.39,UPI,ICICI,expense,6687.17
2024-05-07,Grocery Shopping,69057.64,NetBanking,HDFC,expense,10692.44
2025-05-06,Mutual Fund Investment,42718.93,NetBanking,Kotak,expense,3922.97
2025-08-27,Salary Credited,71718.48,Debit Card,ICICI,income,10808.76
2024-02-06,Netflix Subscription,90417.57,Debit Card,Kotak,expense,14831.95
2024-07-11,Flight Ticket,38592.67,NetBanking,Kotak,expense,1316.65
2025-04-29,Grocery Shopping,27621.97,Debit Card,Axis,expense,1489.05
2024-04-22,Hotel Booking,17633.25,NetBanking,ICICI,expense,1234.06
2024-09-18,Hotel Booking,84327.85,Credit Card,Kotak,expense,2028.96
2025-01-24,Consulting Payment,31079.01,Credit Card,Kotak,income,1863.61
2024-06-14,Restaurant Payment,58621.77,NetBanking,SBI,expense,5285.33
2025-09-14,Amazon Purchase,69150.27,Auto Debit,ICICI,expense,3546.2
2024-02-28,Mutual Fund Investment,11197.84,Auto Debit,SBI,expense,553.43
2024-01-09,Restaurant Payment,45026.92,Debit Card,ICICI,expense,5311.39
2024-03-12,Salary Credited,72829.55,Debit Card,Kotak,income,13060.28
2025-09-28,Grocery Shopping,50259.07,Debit Card,Axis,expense,8245.76
2024-09-30,Interest Credited,29516.21,Auto Debit,Axis,income,2769.83
2024-08-21,Salary Credited,47932.59,Debit Card,Kotak,income,7822.3
2024-01-04,Amazon Purchase,82164.91,NetBanking,Kotak,expense,9186.39
2024-11-26,Restaurant Payment,57275.13,Credit Card,HDFC,expense,9714.48
2024-12-26,Mutual Fund Investment,50059.81,Credit Card,ICICI,expense,8160.35
2024-04-15,Salary Credited,74507.99,Auto Debit,ICICI,income,6958.53
2024-07-05,Freelance Payment,91582.13,Auto Debit,SBI,income,12623.41
2024-09-16,Flight Ticket,19382.54,NetBanking,Axis,expense,2758.38
2024-10-23,Hospital Payment,40470.12,Debit Card,ICICI,expense,3717.06
2024-01-21,Amazon Purchase,87116.19,NetBanking,ICICI,expense,8421.09
2025-04-04,Netflix Subscription,51624.95,UPI,ICICI,expense,3008.75
2024-10-15,Mutual Fund Investment,90238.85,NetBanking,HDFC,expense,11036.65
2025-05-22,Mutual Fund Investment,28876.53,UPI,Axis,expense,3809.18
2025-01-11,Electricity Bill,90981.96,NetBanking,SBI,expense,13753.8
2025-01-09,Fuel Payment,380.77,Debit Card,SBI,expense,55.85
2025-06-08,Hospital Payment,26370.41,NetBanking,Kotak,expense,3243.05
2025-01-16,Grocery Shopping,27776.6,Auto Debit,HDFC,expense,4536.31
2024-03-29,Gym Membership,64101.48,NetBanking,Axis,expense,7326.26
2024-12-26,Gym Membership,45976.66,UPI,Axis,expense,6262.72
2025-04-17,Salary Credited,9381.68,Credit Card,Kotak,income,216.78
2024-07-26,Grocery Shopping,93471.99,Auto Debit,HDFC,expense,8875.21
2025-01-24,Hotel Booking,39167.24,Debit Card,HDFC,expense,5496.12
2025-10-08,Interest Credited,44562.72,Credit Card,SBI,income,6360.63
2025-08-08,Amazon Purchase,95861.58,Debit Card,SBI,expense,16520.7
2025-11-03,Salary Credited,81729.49,Debit Card,Axis,income,13351.17
2024-12-18,Salary Credited,42163.39,Debit Card,Axis,income,3982.84
2024-01-13,Mutual Fund Investment,86532.83,Auto Debit,ICICI,expense,11452.51
2024-08-29,Salary Credited,31159.72,UPI,SBI,income,1037.65
2024-11-21,Amazon Purchase,1963.47,NetBanking,ICICI,expense,118.12
2025-04-04,Flight Ticket,39028.89,UPI,Axis,expense,6390.14
2024-03-23,Consulting Payment,66643.22,Auto Debit,Axis,income,9321.53
2024-02-17,Mutual Fund Investment,77082.81,NetBanking,SBI,expense,12195.87
2025-01-25,Salary Credited,55516.9,Auto Debit,Axis,income,2463.45
2025-03-21,Flight Ticket,99519.24,UPI,ICICI,expense,4969.97
2025-08-30,Salary Credited,43159.37,Debit Card,ICICI,income,3343.93
2024-05-24,Freelance Payment,2596.65,NetBanking,ICICI,income,406.66
2024-07-23,Hotel Booking,97057.18,Auto Debit,SBI,expense,14030.6
2025-11-26,Flight Ticket,11235.55,NetBanking,Kotak,expense,810.91
2025-07-11,Hospital Payment,35105.54,Credit Card,Kotak,expense,3223.41
2024-07-03,Flight Ticket,26728.68,NetBanking,Axis,expense,1483.27
2025-02-22,Freelance Payment,54379.04,UPI,Kotak,income,1747.71
2024-11-03,Movie Ticket,47238.5,UPI,HDFC,expense,3413.69
2024-04-08,Hospital Payment,72519.47,UPI,HDFC,expense,12279.35
2025-07-01,Grocery Shopping,13124.89,Credit Card,SBI,expense,783.52
2024-06-18,Mutual Fund Investment,80463.62,NetBanking,HDFC,expense,10976.7
2025-06-01,Mutual Fund Investment,29157.95,Auto Debit,HDFC,expense,3835.85
2025-02-22,Electricity Bill,51198.94,NetBanking,Kotak,expense,9184.56
2024-10-10,Electricity Bill,47196.69,UPI,Axis,expense,4456.07
2025-05-17,Gym Membership,7425.6,Auto Debit,SBI,expense,965.6
2025-01-18,Gym Membership,9051.97,Credit Card,SBI,expense,1463.52
2025-11-11,Hotel Booking,63358.5,Credit Card,ICICI,expense,9634.74
2025-11-08,Fuel Payment,72663.18,Credit Card,SBI,expense,9382.1
2025-07-02,Interest Credited,88166.0,Credit Card,SBI,income,9601.1
2025-05-21,Salary Credited,53785.86,Auto Debit,SBI,income,6331.58
2025-08-22,Netflix Subscription,49906.03,Credit Card,Kotak,expense,1783.17
2024-02-27,Amazon Purchase,89014.56,Auto Debit,SBI,expense,13622.97
2024-10-24,Movie Ticket,57792.59,Auto Debit,ICICI,expense,1812.66
2024-03-17,Freelance Payment,67544.22,UPI,ICICI,income,7068.95
2024-01-18,Consulting Payment,88598.35,Auto Debit,SBI,income,11448.33
2025-04-09,Fuel Payment,34505.32,Debit Card,Axis,expense,2197.08
2024-05-25,Amazon Purchase,4136.19,Auto Debit,ICICI,expense,326.07
2025-10-09,Flight Ticket,85048.45,Credit Card,SBI,expense,15069.62
2024-11-28,Movie Ticket,85017.25,UPI,SBI,expense,13325.85
2024-12-20,Grocery Shopping,45246.77,Auto Debit,SBI,expense,6661.45
2025-11-19,Gym Membership,22401.04,Credit Card,HDFC,expense,3325.97
2024-11-14,Salary Credited,39296.36,UPI,Axis,income,5099.35
2024-05-06,Netflix Subscription,67117.71,Credit Card,Axis,expense,11433.19
2024-10-26,Grocery Shopping,30434.73,Debit Card,HDFC,expense,3821.96
2025-06-08,Electricity Bill,35232.07,UPI,Kotak,expense,1104.29
2024-04-20,Freelance Payment,85439.15,Debit Card,SBI,income,2422.85
2025-09-22,Grocery Shopping,95435.54,Credit Card,ICICI,expense,15792.08
2025-02-04,Freelance Payment,86527.3,Auto Debit,HDFC,income,4737.33
2025-05-10,Consulting Payment,55681.69,Credit Card,ICICI,income,1187.24
2024-12-23,Flight Ticket,89706.01,Debit Card,ICICI,expense,6330.02
2024-05-12,Hotel Booking,80024.47,Debit Card,HDFC,expense,3241.05
2025-05-16,Fuel Payment,52002.64,UPI,SBI,expense,2749.5
2024-01-10,Mutual Fund Investment,27404.51,UPI,HDFC,expense,3589.26
2024-01-25,Gym Membership,37088.78,UPI,Kotak,expense,4671.42
2024-08-17,Flight Ticket,7693.44,NetBanking,Axis,expense,832.04
2024-02-07,Consulting Payment,11079.57,Credit Card,HDFC,income,582.37
2024-02-10,Freelance Payment,5330.96,UPI,Kotak,income,208.28
2025-03-23,Consulting Payment,30228.13,NetBanking,Kotak,income,4717.7
2024-03-23,Salary Credited,35340.69,NetBanking,Axis,income,1764.59
2025-11-01,Fuel Payment,17458.17,Auto Debit,Axis,expense,781.73
2024-01-09,Movie Ticket,41861.65,Auto Debit,ICICI,expense,5984.8
2024-02-21,Hotel Booking,91781.87,Credit Card,ICICI,expense,9694.08
2025-05-08,Salary Credited,82071.26,Credit Card,ICICI,income,7748.91
2024-10-24,Grocery Shopping,26282.36,Credit Card,Axis,expense,697.93
2024-11-28,Grocery Shopping,75372.6,Debit Card,Kotak,expense,1517.66
